,Unnamed: 0,Unnamed: 0.1,Hotel Name,Review,Review_Lemma,Keyword,Sentiment,User Contribution,Recency,joy,sadness,fear,disgust,anger,MHRs,Index,abs_Sentiment,new_MHR,Normalized_User_Contribution,Recency_new,Score,Bucket
569,264,302,Taj West End,One disappointment was the extremely high cost of the laundry service - 895 rupees (8.90) to wash a shirt seems absurdly expensive.,one disappointment be the extremely high cost of the laundry service - 895 rupee ( 8.90 ) to wash a shirt seem absurdly expensive .,high cost of the laundry service,-0.952342,2,Apr-18,0.013947,0.498172,0.076566,0.035991,0.118372,0.010517183,264,0.952342,0.010517183,0.000198373,471 days 00:00:00.000000000,1.69627725,staff
570,232,267,Taj West End,"All of the staff were extremely welcoming and nothing was too much to ask..
","all of the staff be extremely welcoming and nothing be too much to ask .. 
",staff,-0.720703,22,Apr-19,0.415715,0.209743,0.066605,0.056326,0.271672,0.010102809,232,0.720703,0.010102809,0.002182107,106 days 00:00:00.000000000,1.682039663,staff
571,228,263,Taj West End,Staff was caring & concern..,Staff be care & concern ..,Staff,-0.544789,14,May-19,0.052191,0.345133,0.077482,0.097114,0.140086,0.010654575,228,0.544789,0.010654575,0.001388613,76 days 00:00:00.000000000,1.667387691,staff
572,305,347,Taj West End,"Except excellent understanding by Masala Club Chef Chandan, foof served to us was pathetic.","except excellent understanding by Masala Club Chef Chandan , foof serve to us be pathetic .",excellent understanding,-0.412432,4,May-17,0.402297,0.19989,0.190938,0.107713,0.197451,0.010752775,305,0.412432,0.010752775,0.000396747,806 days 00:00:00.000000000,1.63765197,staff
573,248,284,Taj West End,I also felt service was not up to the Taj mark.,i also feel service be not up to the Taj mark .,service,-0.798819,161,Oct-18,0.24513,0.405547,0.046189,0.133495,0.084767,0.010285482,248,0.798819,0.010285482,0.015969054,288 days 00:00:00.000000000,1.615069047,staff
574,289,330,Taj West End,Everyone from the staff at Front Desk wished us upon arrival.,Everyone from the staff at Front Desk wish us upon arrival .,staff,-0.363048,3,Aug-17,0.142908,0.26671,0.141929,0.264251,0.066019,0.010619325,289,0.363048,0.010619325,0.00029756,714 days 00:00:00.000000000,1.611459108,staff
575,260,298,Taj West End,Staff were more than helpful.,Staff be more than helpful .,Staff,-0.618353,1,May-18,0.320354,0.374931,0.002704,0.108265,0.161727,0.010719903,260,0.618353,0.010719903,9.92E-05,441 days 00:00:00.000000000,1.583370799,staff
576,263,301,Taj West End,We complained a number of times - and were told by the reception that they would turn down the music (which they did not do until our fourth complaint) and said that the music would stop at 1230-1.,we complain a number of time - and be tell by the reception that they would turn down the music ( which they do not do until our fourth complaint ) and say that the music would stop at 1230 - 1 .,reception,-0.859901,10,Mar-18,0.201091,0.358171,0.046779,0.05718,0.172964,0.010317168,263,0.859901,0.010317168,0.000991867,502 days 00:00:00.000000000,1.557346744,staff
577,234,269,Taj West End,I request you to change those people who are sitting in the front reception I have spent Rd 65000 which is not worth,i request you to change those people who be sit in the front reception i have spend Rd 65000 which be not worth,front reception,-0.885303,1,Apr-19,0.057138,0.376586,0.020965,0.117131,0.106388,0.01047675,234,0.885303,0.01047675,9.92E-05,106 days 00:00:00.000000000,1.546785705,staff
578,281,321,Taj West End,Best part was the hospatility for the hotel staff would do anything to make your experience nothing but un-parallel.,good part be the hospatility for the hotel staff would do anything to make your experience nothing but un - parallel .,hotel staff,-0.361497,1,Oct-17,0.453146,0.085506,0.063126,0.142921,0.294073,0.01032547,281,0.361497,0.01032547,9.92E-05,653 days 00:00:00.000000000,1.545137597,staff
579,295,337,Taj West End,hotel staff having absolutely no control over it.,hotel staff have absolutely no control over it .,hotel staff,-0.865383,2,Jul-17,0.249696,0.053843,0.062441,0.421217,0.132552,0.010654185,295,0.865383,0.010654185,0.000198373,745 days 00:00:00.000000000,1.53345599,staff
580,255,293,Taj West End,"Checked out on the 3rd and told them a little bit about our problems, staff was apologetic and did not charge us for an in room dining item.","check out on the 3rd and tell them a little bit about our problem , staff be apologetic and do not charge us for an in room dining item .",staff,-0.867858,8,Dec-18,0.070855,0.254537,0.033971,0.142175,0.16215,0.010334523,255,0.867858,0.010334523,0.000793493,227 days 00:00:00.000000000,1.521043956,staff
581,309,351,Taj West End,Long wait times in reception counter definitely adds to woes.,long wait time in reception counter definitely add to woe .,reception counter,-0.768544,1,Apr-17,0.224146,0.460811,0.017801,0.027838,0.153542,0.010751829,309,0.768544,0.010751829,9.92E-05,836 days 00:00:00.000000000,1.514666477,staff
582,288,329,Taj West End,Service was excellent - when my button popped off in the buggy ride to reception the buggy driver had jacket whisked off me and back in 15 minutes neatly sewn.,Service be excellent - when my button pop off in the buggy ride to reception the buggy driver have jacket whisk off me and back in 15 minute neatly sew .,reception,-0.565185,46,Aug-17,0.259372,0.347631,0.08351,0.078175,0.136568,0.010485487,288,0.565185,0.010485487,0.004562587,714 days 00:00:00.000000000,1.504220485,staff
583,302,344,Taj West End,"However, Kiran took over responsibility for getting our bag & we didn't have to worry -","however , Kiran take over responsibility for get our bag & we do n't have to worry -",responsibility,-0.430397,44,Jun-17,0.06996,0.0966,0.36481,0.050378,0.135832,0.010685751,302,0.430397,0.010685751,0.004364213,775 days 00:00:00.000000000,1.493785319,staff
584,277,317,Taj West End,this property is over a 100 years old and the upkeep and maintenance is top class.,this property be over a 100 year old and the upkeep and maintenance be top clas .,maintenance,-0.386216,142,Nov-17,0.203866,0.228278,0.08198,0.146979,0.153134,0.010512314,277,0.386216,0.010512314,0.014084507,622 days 00:00:00.000000000,1.488728389,staff
585,230,265,Taj West End,".. they will bother you and irritate you as its extremely noisy all through the day and till close to midnight as and when events are around , not considering the decibel level towards resident guests comfort level .

",".. they will bother you and irritate you as its extremely noisy all through the day and till close to midnight as and when event be around , not consider the decibel level towards resident guest comfort level . 

",resident guest comfort level,-0.821453,167,Apr-19,0.281038,0.138587,0.077983,0.175382,0.15323,0.010471706,230,0.821453,0.010471706,0.016564174,106 days 00:00:00.000000000,1.474771591,staff
586,235,270,Taj West End,"The facilities are getting tired and so are the lawns, management should really get investment projects in place.","the facility be get tired and so be the lawn , management should really get investment project in place .",management,-0.665384,19,Mar-19,0.495921,0.10826,0.087564,0.046777,0.262828,0.010505518,235,0.665384,0.010505518,0.001884547,137 days 00:00:00.000000000,1.468876497,staff
587,304,346,Taj West End,Food was a big disappointment & the service was also below average.,Food be a big disappointment & the service be also below average .,service,-0.89536,7,May-17,0.014353,0.505207,0.128542,0.038257,0.025116,0.010524638,304,0.89536,0.010524638,0.000694307,806 days 00:00:00.000000000,1.467715817,staff
588,239,275,Taj West End,"The staff also is least interested to help you with the taj membership related issues, probably they should not run membership for this place.","the staff also be least interested to help you with the taj membership relate issue , probably they should not run membership for this place .",staff,-0.874915,5,Feb-19,0.10018,0.436739,0.019644,0.0365,0.083795,0.010401534,239,0.874915,0.010401534,0.000495933,165 days 00:00:00.000000000,1.423308786,staff
589,253,289,Taj West End,"The guest service phone line person was always in a hurry to just transfer the call to a different department.

","the guest service phone line person be always in a hurry to just transfer the call to a different department . 

",guest service phone line person,-0.490591,8,Dec-18,0.042536,0.246739,0.007045,0.094987,0.177117,0.010430496,253,0.490591,0.010430496,0.000793493,227 days 00:00:00.000000000,1.402312902,staff
590,252,288,Taj West End,When it was unbearable and I called the guest services,when it be unbearable and i call the guest service,guest service,-0.625836,130,Sep-18,0.069213,0.198152,0.014053,0.156516,0.123337,0.010439486,252,0.625836,0.010439486,0.012894267,318 days 00:00:00.000000000,1.285438002,staff
591,240,276,Taj West End,"please stay there and avoid staying here for your own well-being, because god only knows how fast (read slow) the emergency service will be.","please stay there and avoid stay here for your own well - being , because god only know how fast ( read slow ) the emergency service will be .",emergency service,-0.871083,5,Feb-19,0.060675,0.104214,0.188209,0.094429,0.096145,0.010606347,240,0.871083,0.010606347,0.000495933,165 days 00:00:00.000000000,1.248706412,staff
592,261,299,Taj West End,"The restaurant staff arranged for dessert to be sent to our room (and it was on the house) in the night, since we had to leave a bit early from dinner due to the kid starting to get a bit cranky.","the restaurant staff arrange for dessert to be send to our room ( and it be on the house ) in the night , since we have to leave a bit early from dinner due to the kid start to get a bit cranky .",restaurant staff,-0.559277,2,Jun-18,0.06986,0.045462,0.147422,0.182477,0.116155,0.010104828,261,0.559277,0.010104828,0.000198373,410 days 00:00:00.000000000,1.231240486,staff
593,272,312,Taj West End,"These may have accounted for the lack of service in the area.

","these may have account for the lack of service in the area . 

",lack of service,-0.603471,1320,Mar-18,0.028845,0.197527,0.088607,0.019202,0.081572,0.01036042,272,0.603471,0.01036042,0.130926403,502 days 00:00:00.000000000,1.22953832,staff
594,283,323,Taj West End,I really have no complaints about the room or the service except the small thing about the breakfast that I have mentioned earlier.,i really have no complaint about the room or the service except the small thing about the breakfast that i have mention earlier .,service,-0.771047,1,Sep-17,0.576429,0.105303,0.244846,0.027161,0.131933,0.010349905,283,0.771047,0.010349905,9.92E-05,683 days 00:00:00.000000000,1.223800984,staff
595,257,295,Taj West End,", there isnt any flaw in service.",", there be nt any flaw in service .",service,-0.66845,89,Jul-18,0.061263,0.13027,0.003906,0.165524,0.148055,0.010679975,257,0.66845,0.010679975,0.008827614,380 days 00:00:00.000000000,1.200506742,staff
596,290,331,Taj West End,"Very friendly staff, nothing is too much trouble

","very friendly staff , nothing be too much trouble 

",friendly staff,-0.924393,46,Aug-17,0.278193,0.139225,0.109583,0.063387,0.162793,0.010535079,290,0.924393,0.010535079,0.004562587,714 days 00:00:00.000000000,1.188752668,staff
597,245,281,Taj West End,"The attitude of the staff is one of surprise, they use the word 'some small renovation going on' no way!","the attitude of the staff be one of surprise , they use the word ' some small renovation go on ' no way !",attitude of the staff,-0.78493,3,Nov-18,0.557891,0.061704,0.016476,0.324809,0.059666,0.010330656,245,0.78493,0.010330656,0.00029756,257 days 00:00:00.000000000,1.150724874,staff
598,267,305,Taj West End,The staff were all so nice and its so difficult to remember all of the staff who assisted us as it seemed to me ALL of the hotel employees strive to ensure that they really do look after its customers however Fazarla in Mynt always took my wife around the buffet and,the staff be all so nice and its so difficult to remember all of the staff who assist us as it seem to me all of the hotel employee strive to ensure that they really do look after its customer however Fazarla in Mynt always take my wife around the buffet and,staff,-0.763482,97,Jan-18,0.326017,0.352914,0.017145,0.103731,0.02708,0.010037799,267,0.763482,0.010037799,0.009621107,561 days 00:00:00.000000000,1.146971504,staff
